image_id,model,original_path,upscaled_path,original_width,original_height,original_format,upscaled_width,upscaled_height,upscaled_format,ssim,ms_ssim,psnr,lpips,sharpness,sharpness_diff_pct,contrast,contrast_diff_pct,entropy,noise,edge_density,edge_diff_pct,artifact_block,artifact_ringing,artifact_total,delta_e,high_freq_ratio,texture_complexity,local_quality_mean,local_quality_std,local_quality_min,histogram_corr,lab_L_mean,total_score,detection_count,detected_patterns,confidence_level
00016106_001,model1_TAA_standard,E:\Analysis\images_base\00016106_001.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00016106_001_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.9755,0.9942,36.82,0.1366,1.62,-62.2,60.93,-0.9,7.662,2.02,0.42,-19.1,220.56,63.67,284.23,0.88,0.4196634095548337,3.3993244310840964,0.9655,0.0803,0.1588,0.9715,116.68795585632324,55.0,0,None,Normal
00016106_002,model1_TAA_standard,E:\Analysis\images_base\00016106_002.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00016106_002_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.9778,0.9949,35.86,0.1042,2.91,-56.6,68.9,-1.1,7.141,2.36,0.91,-11.5,214.79,78.55,293.34,0.88,0.3969246514903912,3.972352920100093,0.9672,0.0898,0.1304,0.833,147.76619815826416,56.2,2,"P1:SSIM高×PSNR低, P7:Entropy低×高周波高",Low
00016106_003,model1_TAA_standard,E:\Analysis\images_base\00016106_003.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00016106_003_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.9456,0.9909,36.95,0.2385,0.67,-48.8,68.81,0.3,7.774,2.33,0.29,19.3,272.86,50.15,323.01,1.11,0.3286104119938536,4.836322534829378,0.9417,0.0672,0.0524,0.4026,127.09915924072266,58.2,0,None,Normal
00016106_004,model1_TAA_standard,E:\Analysis\images_base\00016106_004.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00016106_004_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.9714,0.9944,35.49,0.1185,1.64,-73.2,59.75,0.0,7.46,2.06,0.47,-41.1,200.42,61.12,261.54,0.92,0.4043238007660762,3.2297573424875736,0.9579,0.1073,0.1655,0.8371,152.29680728912354,54.3,2,"P6:品質ばらつき大, 単独:High LocalQualityStd",Low
00016107_000,model1_TAA_standard,E:\Analysis\images_base\00016107_000.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00016107_000_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.9553,0.9914,34.85,0.1974,0.98,-11.4,63.0,-0.4,7.526,2.5,0.51,33.0,276.14,63.94,340.08,1.21,0.3282646676938697,5.063825827091932,0.9513,0.0776,-0.1369,0.2838,107.77683448791504,57.3,3,"単独:Low PSNR, 単独:Low HistCorr, 単独:High DeltaE",Medium
00016108_000,model1_TAA_standard,E:\Analysis\images_base\00016108_000.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00016108_000_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.9243,0.9908,35.68,0.259,0.89,-33.6,69.52,0.2,7.453,2.37,0.34,21.1,275.68,55.25,330.93,1.07,0.3314497006334496,5.340566877275705,0.9234,0.0826,0.1781,0.2343,113.67441177368164,58.4,3,"単独:Low SSIM, 単独:Low LocalQuality, 単独:Low HistCorr",Medium
00016109_000,model1_TAA_standard,E:\Analysis\images_base\00016109_000.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00016109_000_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.9778,0.9928,37.51,0.1057,1.18,-61.3,65.02,-0.5,7.691,2.16,0.38,-26.8,244.7,62.45,307.15,1.03,0.3056206623142066,4.892171462997794,0.9702,0.0647,0.114,0.8618,157.96833324432373,57.7,0,None,Normal
00016109_001,model1_TAA_standard,E:\Analysis\images_base\00016109_001.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00016109_001_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.9696,0.9938,37.2,0.1326,2.01,-58.2,62.69,-0.7,7.374,2.21,0.74,-16.8,284.43,64.28,348.71000000000004,0.9,0.3897583459289924,4.337319061160088,0.9606,0.0795,0.1529,0.9492,104.56808948516846,56.0,0,None,Normal
00016109_002,model1_TAA_standard,E:\Analysis\images_base\00016109_002.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00016109_002_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.9826,0.9944,34.96,0.1064,2.22,-69.2,53.31,-1.6,7.41,2.28,0.48,-44.8,229.14,67.52,296.66,0.92,0.421614298170016,3.5316753666847944,0.9699,0.0915,-0.0423,0.972,156.8727741241455,53.7,1,P1:SSIM高×PSNR低,Low
00016109_003,model1_TAA_standard,E:\Analysis\images_base\00016109_003.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00016109_003_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.9627,0.994,36.72,0.1228,1.96,-61.3,62.33,-0.4,7.487,2.24,0.63,-15.3,259.77,63.63,323.4,0.89,0.3959356293920931,4.538409970700741,0.9559,0.0889,0.1867,0.3939,111.27097225189208,56.5,1,単独:Low HistCorr,Low
00016109_004,model1_TAA_standard,E:\Analysis\images_base\00016109_004.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00016109_004_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.966,0.9912,34.68,0.1266,2.85,-28.1,57.04,-0.4,7.498,2.68,0.89,61.8,303.22,64.55,367.77,1.01,0.4571399171924072,3.745080940425396,0.955,0.0964,0.1432,0.8223,115.28662300109865,54.6,3,"P2:シャープ高×Noise高, P6:品質ばらつき大, 単独:Low PSNR",Medium
00016109_005,model1_TAA_standard,E:\Analysis\images_base\00016109_005.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00016109_005_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.9739,0.9916,35.35,0.1305,3.14,-21.8,49.38,0.0,7.372,3.08,1.01,35.6,337.27,59.6,396.87,1.05,0.4928127335349017,4.198194276541472,0.9624,0.088,0.1701,0.9717,121.74261283874512,53.8,4,"P2:シャープ高×Noise高, P4:Artifacts高, 単独:High Noise, 単独:High Artifacts",Medium
00016109_006,model1_TAA_standard,E:\Analysis\images_base\00016109_006.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00016109_006_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.9691,0.9906,36.62,0.1341,1.68,-46.5,43.36,-0.3,7.305,2.8,0.48,8.8,300.78,41.68,342.46,1.0,0.4563195142750862,3.9120230823755264,0.9583,0.0922,0.1172,0.9769,120.74092674255373,52.4,4,"P2:シャープ高×Noise高, P6:品質ばらつき大, 単独:Low Contrast, 単独:High Noise",Medium
00016109_007,model1_TAA_standard,E:\Analysis\images_base\00016109_007.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00016109_007_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.9684,0.9922,35.87,0.1179,2.23,-53.5,57.26,0.1,7.471,2.72,0.73,1.3,303.49,53.9,357.39,0.99,0.4486329139898724,4.050111472606659,0.9595,0.0883,0.1621,0.8392,117.77215194702148,54.9,2,"P2:シャープ高×Noise高, 単独:High Noise",Low
00016109_008,model1_TAA_standard,E:\Analysis\images_base\00016109_008.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00016109_008_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.9625,0.9912,36.38,0.1407,1.76,-49.7,49.67,0.0,7.331,2.76,0.51,1.7,309.84,48.23,358.07,1.03,0.4417113338633288,4.023556597530842,0.9514,0.0991,0.1649,0.8191,120.82189273834229,53.5,3,"P2:シャープ高×Noise高, P6:品質ばらつき大, 単独:High Noise",Medium
00016109_009,model1_TAA_standard,E:\Analysis\images_base\00016109_009.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00016109_009_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.9767,0.9925,34.4,0.1204,2.81,-59.8,52.82,-1.3,7.275,2.74,0.93,-7.3,281.39,63.61,345.0,1.02,0.4200619499641987,4.008884634822607,0.9649,0.0909,0.1332,0.9634,160.4577283859253,54.0,5,"P1:SSIM高×PSNR低, P2:シャープ高×Noise高, P7:Entropy低×高周波高, 単独:Low PSNR, 単独:High Noise",High
00016109_010,model1_TAA_standard,E:\Analysis\images_base\00016109_010.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00016109_010_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.9567,0.9917,37.35,0.213,0.68,-41.2,65.26,-0.9,7.574,2.27,0.31,45.3,260.28,58.1,318.38,1.11,0.3475670033713574,4.749465370550752,0.9543,0.0561,-0.3403,0.2387,118.82679080963136,57.2,1,単独:Low HistCorr,Low
00016109_011,model1_TAA_standard,E:\Analysis\images_base\00016109_011.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00016109_011_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.9511,0.9915,36.84,0.1998,0.9,-15.4,65.69,-0.3,7.507,2.29,0.32,32.3,272.48,55.5,327.98,1.08,0.3707456856049073,4.829810634255409,0.9489,0.0711,-0.3029,0.5395,104.81447219848631,57.3,0,None,Normal
00016109_012,model1_TAA_standard,E:\Analysis\images_base\00016109_012.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00016109_012_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.9642,0.9931,37.34,0.1413,2.41,-47.1,57.0,-0.5,7.394,2.29,0.69,11.7,231.79,62.8,294.59,0.91,0.4211713994397478,4.265697654336691,0.9596,0.0638,0.1989,0.4207,112.56582927703856,55.3,0,None,Normal
00016109_013,model1_TAA_standard,E:\Analysis\images_base\00016109_013.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00016109_013_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.9387,0.9898,36.27,0.2521,1.02,-29.9,68.12,-0.3,7.714,2.53,0.38,19.7,310.54,60.16,370.7000000000001,1.1,0.3724102741186735,5.149470381438732,0.9365,0.0682,0.0484,0.7612,123.73128604888916,58.3,1,P9:MS-SSIM低×SSIM低,Low
00016109_014,model1_TAA_standard,E:\Analysis\images_base\00016109_014.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00016109_014_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.9378,0.9898,35.33,0.2439,0.73,-41.5,68.47,0.3,7.759,2.45,0.31,23.6,287.45,60.16,347.61,1.13,0.3242207216105888,5.085129858925939,0.9353,0.0705,0.0834,0.616,122.3798828125,58.4,2,"P9:MS-SSIM低×SSIM低, 単独:High DeltaE",Low
00016109_015,model1_TAA_standard,E:\Analysis\images_base\00016109_015.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00016109_015_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.9392,0.99,36.03,0.2475,0.84,-34.1,68.41,-0.2,7.763,2.48,0.31,17.7,307.54,54.03,361.5700000000001,1.11,0.33743917042984,5.215365495532751,0.9362,0.0754,-0.152,0.6956,118.4691038131714,58.6,1,P9:MS-SSIM低×SSIM低,Low
00016110_000,model1_TAA_standard,E:\Analysis\images_base\00016110_000.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00016110_000_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.9557,0.9914,35.2,0.1932,1.19,-9.6,63.29,0.1,7.691,2.6,0.46,28.5,277.63,69.32,346.95,1.17,0.3678998128286982,4.967783130705357,0.9503,0.0828,-0.294,0.522,113.25667953491212,57.4,1,単独:High DeltaE,Low
00016111_000,model1_TAA_standard,E:\Analysis\images_base\00016111_000.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00016111_000_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.9638,0.9915,40.97,0.2124,0.72,-35.1,31.01,-1.1,6.623,2.04,0.23,19.0,199.74,55.4,255.14,0.94,0.4126780334318119,3.002560408785939,0.9626,0.029,0.534,0.9425,119.12339782714844,48.3,3,"P7:Entropy低×高周波高, 単独:Low Contrast, 単独:Low Entropy",Medium
00016112_000,model1_TAA_standard,E:\Analysis\images_base\00016112_000.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00016112_000_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.9487,0.9908,35.97,0.2302,1.52,-53.9,65.58,-0.7,7.851,2.58,0.54,20.7,306.25,64.59,370.84,1.1,0.3266288183311608,6.0506936721503735,0.9476,0.0489,0.194,0.6269,123.5570478439331,59.6,1,P2:シャープ高×Noise高,Low
00016113_000,model1_TAA_standard,E:\Analysis\images_base\00016113_000.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00016113_000_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.9378,0.9898,38.92,0.2948,0.42,-73.4,61.66,-1.0,7.694,2.24,0.21,-8.8,248.47,53.07,301.54,1.04,0.3056456589046246,4.4089338183403015,0.9345,0.0594,0.2031,0.6904,145.7815752029419,56.5,2,"P9:MS-SSIM低×SSIM低, 単独:High LPIPS",Low
00016114_000,model1_TAA_standard,E:\Analysis\images_base\00016114_000.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00016114_000_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.9281,0.9869,38.95,0.3272,0.43,-75.4,60.08,-0.8,7.719,2.13,0.09,-14.7,263.42,45.37,308.79,1.11,0.3263424886646596,4.32133236899972,0.9274,0.037,0.2673,0.8746,132.2595920562744,56.1,5,"P9:MS-SSIM低×SSIM低, 単独:Low SSIM, 単独:Low MS-SSIM, 単独:Low LocalQuality, 単独:High LPIPS",High
00016115_000,model1_TAA_standard,E:\Analysis\images_base\00016115_000.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00016115_000_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.9646,0.9912,41.66,0.2169,0.25,-56.0,33.49,-0.7,6.724,2.01,0.03,97.5,193.12,38.87,231.99,0.93,0.3697635621619173,2.86637547891587,0.9635,0.0207,0.7071,0.9908,115.80867862701416,48.7,4,"単独:Low Sharpness, 単独:Low Contrast, 単独:Low Entropy, 単独:Low EdgeDensity",Medium
00016115_001,model1_TAA_standard,E:\Analysis\images_base\00016115_001.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00016115_001_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.9639,0.9902,41.19,0.2262,0.21,-62.9,36.87,-0.7,6.872,1.94,0.03,55.4,197.9,46.28,244.18,0.97,0.3476087901993274,2.991730752401054,0.9625,0.0174,0.608,0.9812,113.161057472229,49.6,4,"単独:Low Sharpness, 単独:Low Contrast, 単独:Low Entropy, 単独:Low EdgeDensity",Medium
00016116_000,model1_TAA_standard,E:\Analysis\images_base\00016116_000.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00016116_000_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.9426,0.99,34.66,0.2434,0.87,-32.4,61.87,-0.1,7.745,2.67,0.31,10.2,333.3,57.3,390.6,1.15,0.3210313225658188,5.652493564411998,0.9406,0.0766,0.0204,0.8295,110.25287246704102,58.1,4,"P4:Artifacts高, 単独:Low PSNR, 単独:High Artifacts, 単独:High DeltaE",Medium
00016117_000,model1_TAA_standard,E:\Analysis\images_base\00016117_000.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00016117_000_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.9775,0.9933,35.85,0.1095,1.82,-73.3,55.76,-1.3,7.55,2.61,0.61,-21.2,258.08,76.3,334.38,0.99,0.288749146998877,5.322293657809496,0.9664,0.0912,0.1213,0.9639,175.37673377990723,56.7,3,"P1:SSIM高×PSNR低, P2:シャープ高×Noise高, 単独:Low HighFreq",Medium
00016118_000,model1_TAA_standard,E:\Analysis\images_base\00016118_000.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00016118_000_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.9475,0.9908,35.92,0.2435,0.99,-32.8,63.22,-0.5,7.832,2.61,0.33,19.1,303.99,54.35,358.34000000000003,1.13,0.3617161742968668,5.318198427557945,0.9436,0.0775,-0.3625,0.8197,123.30626583099364,58.1,1,単独:High DeltaE,Low
00016118_001,model1_TAA_standard,E:\Analysis\images_base\00016118_001.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00016118_001_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.9267,0.9865,39.05,0.3293,0.46,-71.0,62.96,-0.8,7.696,2.12,0.13,48.4,273.14,45.43,318.57,1.13,0.3273335465721446,4.400548618286848,0.927,0.0335,0.5991,0.8733,127.5788745880127,56.6,6,"P9:MS-SSIM低×SSIM低, 単独:Low SSIM, 単独:Low MS-SSIM, 単独:Low LocalQuality, 単独:High LPIPS, 単独:High DeltaE",High
00016119_000,model1_TAA_standard,E:\Analysis\images_base\00016119_000.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00016119_000_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.9432,0.9897,37.88,0.2658,0.57,-67.5,61.87,-0.6,7.704,2.43,0.26,-7.8,262.56,50.15,312.71,1.06,0.326712586926445,4.605103991925716,0.9384,0.0668,0.0585,0.9394,148.71921062469482,56.8,0,None,Normal
00016119_001,model1_TAA_standard,E:\Analysis\images_base\00016119_001.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00016119_001_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.9386,0.9897,38.17,0.2979,0.41,-72.6,65.72,-0.5,7.695,2.24,0.18,34.4,247.69,55.09,302.78,1.05,0.3040212282025416,4.432914331555367,0.9364,0.0481,0.2283,0.7395,139.11339664459229,57.1,2,"P9:MS-SSIM低×SSIM低, 単独:High LPIPS",Low
00016119_002,model1_TAA_standard,E:\Analysis\images_base\00016119_002.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00016119_002_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.945,0.9904,38.54,0.2501,0.45,-69.7,66.07,-0.7,7.751,2.34,0.23,-4.2,249.33,51.18,300.51,1.03,0.3056586575417314,4.364781137555838,0.9421,0.0626,0.0721,0.8399,139.2141466140747,57.1,0,None,Normal
00016120_000,model1_TAA_standard,E:\Analysis\images_base\00016120_000.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00016120_000_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.9453,0.9899,35.65,0.2696,0.76,-48.3,59.62,0.1,7.698,2.49,0.38,11.7,287.72,66.06,353.78000000000003,1.13,0.3255321341238303,5.210981955751777,0.9419,0.07,0.027,0.8718,114.97125720977785,57.2,1,単独:High DeltaE,Low
00016121_000,model1_TAA_standard,E:\Analysis\images_base\00016121_000.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00016121_000_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.9778,0.9931,33.01,0.1315,1.23,-88.8,55.84,-1.2,7.565,2.39,0.29,-56.1,235.96,63.37,299.33,1.02,0.3630325334988379,3.9650630112737417,0.9615,0.1068,0.0538,0.9821,176.65979290008545,54.8,4,"P1:SSIM高×PSNR低, P6:品質ばらつき大, 単独:Low PSNR, 単独:High LocalQualityStd",Medium
00016122_000,model1_TAA_standard,E:\Analysis\images_base\00016122_000.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00016122_000_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.9358,0.9897,37.54,0.2984,0.64,-67.5,62.82,-0.7,7.741,2.37,0.26,4.5,254.69,56.68,311.37,1.09,0.3483921402785479,4.56586729735136,0.9326,0.0672,-0.0702,0.7385,141.31951999664307,56.9,2,"P9:MS-SSIM低×SSIM低, 単独:High LPIPS",Low
00016122_001,model1_TAA_standard,E:\Analysis\images_base\00016122_001.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00016122_001_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.9457,0.9908,36.94,0.2721,0.68,-54.1,61.46,-0.4,7.746,2.35,0.32,30.6,254.23,59.99,314.22,1.06,0.3198286047484151,4.566137082874775,0.9417,0.0605,0.099,0.822,142.6553716659546,56.8,0,None,Normal
00016122_002,model1_TAA_standard,E:\Analysis\images_base\00016122_002.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00016122_002_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.969,0.9926,36.35,0.2217,1.59,-69.1,47.0,-1.3,7.301,1.97,0.31,-52.7,171.95,60.03,231.98,0.94,0.432758784748135,2.760560419410467,0.9561,0.0874,0.1663,0.9511,131.72479915618896,51.6,1,P7:Entropy低×高周波高,Low
00016122_003,model1_TAA_standard,E:\Analysis\images_base\00016122_003.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00016122_003_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.9259,0.9889,37.53,0.2409,0.8,-51.8,72.2,0.2,7.559,2.42,0.4,66.4,265.17,51.92,317.09000000000003,1.04,0.3641932985134672,4.243295956403017,0.9215,0.0953,0.1594,0.2589,133.7849159240723,57.5,7,"P6:品質ばらつき大, P8:Contrast異常×Hist相関低, P9:MS-SSIM低×SSIM低, 単独:Low SSIM, 単独:Low MS-SSIM, 単独:Low LocalQuality, 単独:Low HistCorr",High
00016122_004,model1_TAA_standard,E:\Analysis\images_base\00016122_004.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00016122_004_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.9767,0.9944,36.07,0.1474,1.54,-75.7,55.88,-1.2,7.638,2.06,0.28,-62.4,179.02,67.13,246.15,0.89,0.4288740729967688,2.764356415718794,0.9623,0.0981,0.0919,0.9361,125.56205081939696,53.4,1,P6:品質ばらつき大,Low
00016122_005,model1_TAA_standard,E:\Analysis\images_base\00016122_005.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00016122_005_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.9431,0.9902,38.65,0.2554,0.71,-58.2,70.93,-0.4,7.569,2.15,0.19,11.8,238.13,52.83,290.96,0.99,0.3817417061297565,3.73684155754745,0.9402,0.0502,0.1906,0.9512,138.24773502349854,56.6,0,None,Normal
00016122_006,model1_TAA_standard,E:\Analysis\images_base\00016122_006.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00016122_006_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.9394,0.9888,36.39,0.2914,0.76,-63.0,62.65,-0.2,7.584,2.49,0.32,-0.8,240.21,54.88,295.09000000000003,1.04,0.3424867625332461,4.003264736384153,0.9347,0.0633,0.1071,0.9566,163.71890830993652,55.9,3,"P9:MS-SSIM低×SSIM低, 単独:Low MS-SSIM, 単独:High LPIPS",Medium
00016122_007,model1_TAA_standard,E:\Analysis\images_base\00016122_007.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00016122_007_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.9407,0.9892,36.04,0.2871,0.93,-49.7,61.6,-0.2,7.642,2.57,0.42,40.7,253.58,54.21,307.79,1.08,0.3583026627592085,4.293485563248396,0.9369,0.0588,0.1627,0.9338,160.32332038879397,56.2,3,"P9:MS-SSIM低×SSIM低, 単独:Low MS-SSIM, 単独:High LPIPS",Medium
00016122_008,model1_TAA_standard,E:\Analysis\images_base\00016122_008.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00016122_008_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.9243,0.9889,38.23,0.2577,0.88,-44.1,71.66,0.1,7.635,2.07,0.34,102.5,233.37,57.48,290.85,1.02,0.3502082752793944,3.689733585342765,0.9229,0.0973,0.3147,0.3876,143.66994953155518,56.9,7,"P6:品質ばらつき大, P8:Contrast異常×Hist相関低, P9:MS-SSIM低×SSIM低, 単独:Low SSIM, 単独:Low MS-SSIM, 単独:Low LocalQuality, 単独:Low HistCorr",High
00016122_009,model1_TAA_standard,E:\Analysis\images_base\00016122_009.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00016122_009_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.9436,0.9906,39.31,0.2607,0.34,-72.3,71.12,-0.4,7.653,2.01,0.17,22.2,229.63,57.54,287.17,1.0,0.3153096377143655,4.032624335959554,0.9408,0.0442,0.2496,0.8564,138.71733856201172,57.3,1,単独:Low Sharpness,Low
00016122_010,model1_TAA_standard,E:\Analysis\images_base\00016122_010.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00016122_010_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.9433,0.9907,39.23,0.2556,0.47,-66.9,71.2,-0.5,7.542,2.1,0.24,11.2,245.54,61.45,306.99,0.99,0.3176858026332957,4.227896807715297,0.9405,0.0485,0.2576,0.924,135.47271728515625,57.3,0,None,Normal
00016122_011,model1_TAA_standard,E:\Analysis\images_base\00016122_011.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00016122_011_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.9396,0.9892,37.37,0.3101,0.46,-68.5,62.07,-0.5,7.745,2.26,0.29,98.9,232.61,51.45,284.06,1.07,0.304902516276813,4.472600352019072,0.9373,0.0416,0.2396,0.94,152.59169578552246,56.8,3,"P9:MS-SSIM低×SSIM低, 単独:Low MS-SSIM, 単独:High LPIPS",Medium
00016123_000,model1_TAA_standard,E:\Analysis\images_base\00016123_000.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00016123_000_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.9367,0.9892,37.65,0.2783,0.8,-51.3,69.4,-0.4,7.652,2.36,0.26,30.5,276.37,49.65,326.02,1.05,0.35319218121986,4.632847253233194,0.9368,0.0394,0.0275,0.9095,132.3623685836792,57.8,3,"P9:MS-SSIM低×SSIM低, 単独:Low MS-SSIM, 単独:High LPIPS",Medium
00016124_000,model1_TAA_standard,E:\Analysis\images_base\00016124_000.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00016124_000_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.9772,0.9937,36.9,0.1249,0.57,-84.9,57.1,-1.3,7.458,2.05,0.09,-79.1,225.3,51.55,276.85,0.95,0.3082760390584917,4.017696361988783,0.9634,0.0972,0.0953,0.9785,166.03777027130127,54.9,1,P6:品質ばらつき大,Low
