image_id,model,original_path,upscaled_path,original_width,original_height,original_format,upscaled_width,upscaled_height,upscaled_format,ssim,ms_ssim,psnr,lpips,sharpness,sharpness_diff_pct,contrast,contrast_diff_pct,entropy,noise,edge_density,edge_diff_pct,artifact_block,artifact_ringing,artifact_total,delta_e,high_freq_ratio,texture_complexity,local_quality_mean,local_quality_std,local_quality_min,histogram_corr,lab_L_mean,total_score,detection_count,detected_patterns,confidence_level
00024735_000,model1_TAA_standard,E:\Analysis\images_base\00024735_000.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00024735_000_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.9397,0.9889,36.31,0.2672,0.5,-69.4,62.52,-0.6,7.762,2.53,0.25,37.8,310.62,57.71,368.33,1.17,0.3023814488893259,5.634354762732983,0.9377,0.0601,0.0615,0.8813,124.6499319076538,58.3,3,"P9:MS-SSIM低×SSIM低, 単独:Low MS-SSIM, 単独:High DeltaE",Medium
00024736_000,model1_TAA_standard,E:\Analysis\images_base\00024736_000.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00024736_000_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.9761,0.9928,39.89,0.1174,0.38,-8.1,53.24,-1.2,7.516,2.44,0.13,123.8,300.5,52.69,353.19,0.97,0.3146482367214482,4.8652936052531,0.975,0.0283,0.2854,0.9882,166.96862411499023,55.4,0,None,Normal
00024737_000,model1_TAA_standard,E:\Analysis\images_base\00024737_000.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00024737_000_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.9641,0.9901,37.98,0.1213,1.98,-32.7,66.87,0.1,7.385,3.05,0.55,23.4,363.0,62.08,425.08,1.05,0.324412123166864,5.736555028706789,0.9628,0.032,0.5005,0.5286,176.0123815536499,58.3,4,"P2:シャープ高×Noise高, P4:Artifacts高, 単独:High Noise, 単独:High Artifacts",Medium
00024737_001,model1_TAA_standard,E:\Analysis\images_base\00024737_001.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00024737_001_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.9531,0.9911,37.38,0.2158,0.66,-50.3,60.19,-0.7,7.642,2.55,0.38,33.1,299.25,51.02,350.27,1.11,0.322430647736904,5.352047961205244,0.9505,0.0596,0.0781,0.5836,119.42000770568848,57.4,0,None,Normal
00024738_000,model1_TAA_standard,E:\Analysis\images_base\00024738_000.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00024738_000_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.939,0.9891,34.43,0.2572,1.23,-51.5,63.77,-0.1,7.703,2.89,0.43,-7.0,327.33,60.92,388.25,1.21,0.3446621505721562,5.913592278957367,0.9364,0.0763,-0.075,0.8757,114.12459468841551,58.7,7,"P4:Artifacts高, P9:MS-SSIM低×SSIM低, 単独:Low MS-SSIM, 単独:Low PSNR, 単独:High Noise, 単独:High Artifacts, 単独:High DeltaE",High
00024739_000,model1_TAA_standard,E:\Analysis\images_base\00024739_000.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00024739_000_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.9326,0.9899,37.95,0.3033,0.4,-71.7,73.95,-0.3,7.387,2.14,0.24,166.2,257.81,53.85,311.66,1.04,0.3108709102719629,4.441790655255318,0.9315,0.0478,0.1383,0.9426,119.74243259429932,57.7,2,"P9:MS-SSIM低×SSIM低, 単独:High LPIPS",Low
00024740_000,model1_TAA_standard,E:\Analysis\images_base\00024740_000.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00024740_000_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.977,0.9931,37.68,0.1126,2.37,-45.1,58.35,-1.3,7.547,2.43,0.65,-10.9,270.25,75.33,345.58,0.98,0.3694612172315358,5.779880303889513,0.9716,0.0592,0.1106,0.9572,165.10564422607422,57.7,0,None,Normal
00024741_000,model1_TAA_standard,E:\Analysis\images_base\00024741_000.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00024741_000_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.9329,0.9907,38.71,0.2512,0.45,-75.0,70.79,-0.4,7.541,2.02,0.11,-45.0,227.07,53.86,280.93,1.0,0.3310614792955058,4.003747310489416,0.9293,0.0785,0.1143,0.3226,136.75142192840576,57.0,2,"単独:Low LocalQuality, 単独:Low HistCorr",Low
00024742_000,model1_TAA_standard,E:\Analysis\images_base\00024742_000.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00024742_000_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.9239,0.9905,34.83,0.2422,0.69,-60.2,69.45,0.3,7.385,2.59,0.36,90.1,322.55,57.12,379.67,1.13,0.3249571468959101,6.225460069254041,0.922,0.0849,0.0355,0.7744,105.9126787185669,59.4,6,"P4:Artifacts高, 単独:Low SSIM, 単独:Low PSNR, 単独:Low LocalQuality, 単独:High Artifacts, 単独:High DeltaE",High
00024743_000,model1_TAA_standard,E:\Analysis\images_base\00024743_000.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00024743_000_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.9314,0.9879,38.28,0.3065,0.65,-71.6,56.89,-0.9,7.707,2.3,0.12,-33.4,296.51,45.84,342.35,1.15,0.3473307559455694,4.952664691954851,0.9291,0.0568,0.0368,0.8383,125.36624908447266,56.4,6,"P9:MS-SSIM低×SSIM低, 単独:Low SSIM, 単独:Low MS-SSIM, 単独:Low LocalQuality, 単独:High LPIPS, 単独:High DeltaE",High
00024744_000,model1_TAA_standard,E:\Analysis\images_base\00024744_000.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00024744_000_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.9777,0.9938,38.06,0.1135,1.68,-47.5,58.01,-0.8,7.56,2.33,0.42,-35.2,268.31,65.19,333.5,0.93,0.3140533281165215,5.222471114248037,0.9691,0.0769,0.1034,0.9787,165.25094509124756,56.9,0,None,Normal
00024745_000,model1_TAA_standard,E:\Analysis\images_base\00024745_000.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00024745_000_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.9331,0.9898,34.33,0.2474,1.16,-44.0,64.32,-0.0,7.779,3.02,0.44,-5.3,372.7,60.64,433.34,1.21,0.3159148857248257,6.805698908865452,0.9305,0.0786,0.0044,0.7661,119.55224323272704,60.1,6,"P4:Artifacts高, P9:MS-SSIM低×SSIM低, 単独:Low PSNR, 単独:High Noise, 単独:High Artifacts, 単独:High DeltaE",High
00024746_000,model1_TAA_standard,E:\Analysis\images_base\00024746_000.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00024746_000_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.9399,0.9896,38.93,0.2863,0.58,-62.4,69.89,-0.6,7.668,2.16,0.15,0.6,233.01,46.77,279.78,1.02,0.3581139470374796,3.8500137347728014,0.9373,0.047,0.2485,0.9182,136.01450538635254,56.9,2,"P9:MS-SSIM低×SSIM低, 単独:High LPIPS",Low
00024747_000,model1_TAA_standard,E:\Analysis\images_base\00024747_000.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00024747_000_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.9237,0.9904,35.8,0.269,0.89,-48.8,64.7,0.2,7.413,2.55,0.37,81.7,315.16,55.41,370.5700000000001,1.12,0.3279213863850477,6.117831794545054,0.9231,0.0742,0.1148,0.2289,104.60211181640624,58.7,3,"単独:Low SSIM, 単独:Low LocalQuality, 単独:Low HistCorr",Medium
00024748_000,model1_TAA_standard,E:\Analysis\images_base\00024748_000.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00024748_000_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.9411,0.9893,40.03,0.2803,0.23,-79.1,65.06,-0.4,7.78,2.01,0.03,37.4,238.35,37.68,276.03,1.02,0.3039134704020075,3.9632597705349326,0.9411,0.0248,0.6203,0.8101,140.33415699005127,56.5,3,"単独:Low Sharpness, 単独:Low EdgeDensity, 単独:High LPIPS",Medium
00024749_000,model1_TAA_standard,E:\Analysis\images_base\00024749_000.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00024749_000_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.9429,0.9906,38.59,0.2583,0.55,-58.3,65.03,-0.4,7.711,2.27,0.22,1.5,266.88,54.21,321.09,1.07,0.344643079578625,4.667740780860186,0.9399,0.0594,0.2342,0.6955,120.85656261444092,57.3,0,None,Normal
00024750_000,model1_TAA_standard,E:\Analysis\images_base\00024750_000.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00024750_000_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.9722,0.993,36.94,0.1491,0.45,-88.4,58.89,-0.9,7.487,2.12,0.09,-80.5,245.61,41.81,287.42,0.97,0.2918239852320474,4.145332463085651,0.9592,0.0951,0.101,0.9643,161.19589519500732,55.3,2,"P6:品質ばらつき大, 単独:Low HighFreq",Low
00024751_000,model1_TAA_standard,E:\Analysis\images_base\00024751_000.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00024751_000_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.9406,0.9898,34.73,0.2598,1.37,-46.4,64.16,-0.2,7.785,2.63,0.56,60.4,281.91,70.3,352.21000000000004,1.13,0.3549914769870399,5.368445981293917,0.9399,0.0553,0.2846,0.6162,124.75274276733398,58.3,3,"P9:MS-SSIM低×SSIM低, 単独:Low PSNR, 単独:High DeltaE",Medium
00024752_000,model1_TAA_standard,E:\Analysis\images_base\00024752_000.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00024752_000_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.912,0.9895,34.38,0.2189,1.02,-12.2,73.43,1.2,7.557,2.3,0.34,13.2,275.38,58.62,334.0,1.19,0.3415172213424385,5.108332838863134,0.9088,0.1331,-0.2189,0.2523,102.80025291442873,58.9,9,"P6:品質ばらつき大, P8:Contrast異常×Hist相関低, P9:MS-SSIM低×SSIM低, 単独:Low SSIM, 単独:Low PSNR, 単独:Low LocalQuality, 単独:Low HistCorr, 単独:High DeltaE, 単独:High LocalQualityStd",High
00024753_000,model1_TAA_standard,E:\Analysis\images_base\00024753_000.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00024753_000_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.9256,0.9893,38.55,0.284,0.34,-78.8,63.72,-0.3,7.581,2.23,0.07,-17.6,282.1,45.05,327.15000000000003,1.08,0.3096715269172266,5.097544267773628,0.924,0.0745,0.0494,0.3353,108.50156116485596,57.4,7,"P9:MS-SSIM低×SSIM低, 単独:Low SSIM, 単独:Low Sharpness, 単独:Low EdgeDensity, 単独:Low LocalQuality, 単独:Low HistCorr, 単独:High LPIPS",High
00024754_000,model1_TAA_standard,E:\Analysis\images_base\00024754_000.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00024754_000_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.9407,0.9904,38.87,0.2532,0.48,-65.0,72.44,-0.3,7.689,2.08,0.24,7.3,206.83,53.42,260.25,0.98,0.3417849180438269,3.734740507788956,0.9365,0.0726,0.0896,0.5837,142.430908203125,57.2,1,P8:Contrast異常×Hist相関低,Low
00024755_000,model1_TAA_standard,E:\Analysis\images_base\00024755_000.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00024755_000_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.979,0.9922,35.58,0.1073,1.25,-69.6,52.5,-0.9,7.47,2.42,0.34,-42.0,248.66,61.81,310.47,1.02,0.3406533939004509,4.264324503019452,0.9711,0.0691,0.0766,0.9519,178.66412830352783,54.6,1,P1:SSIM高×PSNR低,Low
00024756_000,model1_TAA_standard,E:\Analysis\images_base\00024756_000.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00024756_000_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.9508,0.991,36.38,0.2743,1.03,-37.9,58.38,-0.3,7.748,2.56,0.42,10.8,297.65,65.83,363.48,1.12,0.3382426454263633,5.163597073405981,0.9464,0.0707,-0.0648,0.9544,128.6639289855957,57.1,1,単独:High LPIPS,Low
00024757_000,model1_TAA_standard,E:\Analysis\images_base\00024757_000.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00024757_000_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.9251,0.9873,35.7,0.3112,1.1,-55.5,65.27,-0.5,7.793,2.82,0.36,-7.0,340.25,63.1,403.35,1.19,0.3304249984703233,6.030110651627183,0.9244,0.0638,0.0092,0.7106,123.51114273071288,59.2,9,"P4:Artifacts高, P9:MS-SSIM低×SSIM低, 単独:Low SSIM, 単独:Low MS-SSIM, 単独:Low LocalQuality, 単独:High LPIPS, 単独:High Noise, 単独:High Artifacts, 単独:High DeltaE",High
00024758_000,model1_TAA_standard,E:\Analysis\images_base\00024758_000.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00024758_000_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.9394,0.9896,37.74,0.2996,0.3,-84.0,60.13,-1.0,7.689,2.14,0.18,-23.5,212.12,51.65,263.77,1.04,0.295525635753036,4.010246861726046,0.9351,0.0682,0.0705,0.811,144.85071277618408,55.8,4,"P9:MS-SSIM低×SSIM低, 単独:Low Sharpness, 単独:Low HighFreq, 単独:High LPIPS",Medium
00024759_000,model1_TAA_standard,E:\Analysis\images_base\00024759_000.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00024759_000_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.9363,0.989,35.25,0.2809,0.9,-51.5,67.14,-0.2,7.809,2.73,0.38,14.2,318.29,56.61,374.9,1.18,0.3370795351831147,5.852657798677683,0.934,0.0754,-0.1836,0.813,129.83555698394775,59.3,5,"P9:MS-SSIM低×SSIM低, 単独:Low MS-SSIM, 単独:High LPIPS, 単独:High Noise, 単独:High DeltaE",High
00024760_000,model1_TAA_standard,E:\Analysis\images_base\00024760_000.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00024760_000_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.9291,0.989,35.8,0.2786,1.03,-47.0,67.88,0.1,7.721,2.68,0.39,-4.4,320.14,58.65,378.79,1.13,0.331271607629592,6.116305701434612,0.9279,0.0683,0.0364,0.4406,113.47633266448976,59.7,8,"P4:Artifacts高, P9:MS-SSIM低×SSIM低, 単独:Low SSIM, 単独:Low MS-SSIM, 単独:Low LocalQuality, 単独:High LPIPS, 単独:High Artifacts, 単独:High DeltaE",High
00024761_000,model1_TAA_standard,E:\Analysis\images_base\00024761_000.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00024761_000_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.9456,0.9908,38.37,0.2808,0.67,-64.0,61.45,-0.8,7.745,2.44,0.3,4.5,292.01,55.69,347.7,1.08,0.3189344646779899,5.338186305016279,0.9432,0.059,-0.045,0.8969,129.1232976913452,57.7,1,単独:High LPIPS,Low
00024762_000,model1_TAA_standard,E:\Analysis\images_base\00024762_000.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00024762_000_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.9769,0.9929,38.07,0.1162,2.72,-32.6,57.34,-1.1,7.566,2.52,0.49,-22.1,281.23,75.07,356.3,0.97,0.3642980009324973,5.384674910455942,0.9706,0.0602,0.1435,0.9274,167.00816345214844,57.0,1,P2:シャープ高×Noise高,Low
00024763_000,model1_TAA_standard,E:\Analysis\images_base\00024763_000.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00024763_000_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.9398,0.9906,39.15,0.2761,0.48,-62.4,70.46,-1.0,7.7,2.17,0.22,6.8,247.43,50.38,297.81,1.02,0.3354250263952226,4.648717101663351,0.9385,0.0553,0.2222,0.7331,143.86370468139648,58.1,1,単独:High LPIPS,Low
00024764_000,model1_TAA_standard,E:\Analysis\images_base\00024764_000.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00024764_000_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.962,0.9914,36.32,0.1718,2.36,-53.8,65.43,-0.6,7.665,2.39,0.68,-10.3,365.0,66.05,431.05,1.01,0.31330641758636,5.297629181295633,0.9547,0.0697,0.2494,0.8282,148.14791679382324,58.0,2,"P4:Artifacts高, 単独:High Artifacts",Low
00024765_000,model1_TAA_standard,E:\Analysis\images_base\00024765_000.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00024765_000_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.9788,0.9938,37.13,0.1158,1.3,-70.6,57.31,-1.1,7.492,2.08,0.36,-33.4,221.29,71.04,292.33,0.91,0.3375796750487049,4.551248531788588,0.9689,0.0828,0.1006,0.9844,168.12009620666504,55.8,0,None,Normal
00024766_000,model1_TAA_standard,E:\Analysis\images_base\00024766_000.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00024766_000_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.9693,0.9932,38.55,0.1304,2.32,-41.6,64.14,-1.6,7.579,2.42,0.74,8.7,283.28,73.65,356.92999999999995,0.98,0.2673214301345236,6.316772494465113,0.9669,0.044,0.6191,0.6953,150.95820903778076,59.4,1,単独:Low HighFreq,Low
